title,village,area,type,size,ori,info,rent,people,dist
先锋水韵花都 2室2厅 2800元,先锋水韵花都  ,开福区政府租房,2室2厅  ,92平米  ,南,距离1号线马厂站503米,2800,0,kaifu
开发商精装，楼层好。交通便利，小区环境好,绿地公馆  ,省政府租房,2室1厅  ,74平米  ,南,距离1号线桂花坪站675米,2000,3,tianxin
湘运新村 2室1厅 1800元,湘运新村  ,马王堆租房,2室1厅  ,70平米  ,东,距离2号线万家丽广场站282米,1800,1,furong
万博汇名邸一期 1室1厅 1700元,万博汇名邸一期  ,雨花亭租房,1室1厅  ,42平米  ,南,/,1700,/,yuhua
南北通透小三房 ，中间楼层，居家装修,万科城  ,福元西路租房,3室2厅  ,90平米  ,南 北,随时看房,2700,4,kaifu
兴隆景苑 2室2厅 1800元,兴隆景苑  ,德思勤租房,2室2厅  ,80平米  ,南,随时看房,1800,4,yuhua
保利国际广场 2室1厅 4500元,保利国际广场  ,书院路租房,2室1厅  ,80平米  ,南 北,/,4500,/,tianxin
鑫远熙山 3室2厅 2800元,鑫远熙山  ,省政府租房,3室2厅  ,124平米  ,南,/,2800,/,tianxin
世纪城悦江苑 2室2厅 2300元,世纪城悦江苑  ,湘江世纪城租房,2室2厅  ,92平米  ,南,距离1号线开福区政府站1108米,2300,11,kaifu
湘卫花苑 3室2厅 2200元,湘卫花苑  ,河西步步高租房,3室2厅  ,100平米  ,南 北,/,2200,/,yuelu
和庄 3室1厅 2300元,和庄  ,新开铺租房,3室1厅  ,105平米  ,南,距离1号线友谊路站799米,2300,19,tianxin
省政府地铁口  样板间装修三房 交通方便,润屋美院  ,德思勤租房,3室2厅  ,89平米  ,南,距离1号线省政府站519米,3600,3,tianxin
世纪城星江苑 3室2厅 4500元,世纪城星江苑  ,湘江世纪城租房,3室2厅  ,143平米  ,南 北,距离1号线开福区政府站1109米,4500,3,kaifu
湘域熙岸 3室2厅 1900元,湘域熙岸  ,尚东租房,3室2厅  ,127平米  ,南,距离2号线人民东路站413米,1900,2,furong
和泓梅溪四季 5室4厅 5000元,和泓梅溪四季  ,梅溪湖北岸租房,5室4厅  ,160平米  ,南 北,随时看房,5000,0,yuelu
上海城 3室2厅 3000元,上海城  ,韶山南路租房,3室2厅  ,91平米  ,西南,随时看房,3000,3,yuhua
世纪城达江苑 2室2厅 2400元,世纪城达江苑  ,湘江世纪城租房,2室2厅  ,95平米  ,南,随时看房,2400,6,kaifu
郡原广场 1室1厅 1750元,郡原广场  ,河西步步高租房,1室1厅  ,38平米  ,南,随时看房,1750,4,yuelu
万科金域华府 3室2厅 3500元,万科金域华府  ,武广新城租房,3室2厅  ,125平米  ,南 北,距离城际铁路香樟路站站993米,3500,10,yuhua
星典时代 2室2厅 2300元,星典时代  ,晚报租房,2室2厅  ,72平米  ,东,随时看房,2300,1,furong
星蓝湾 3室2厅 2800元,星蓝湾  ,滨江新城租房,3室2厅  ,132平米  ,南,随时看房,2800,0,yuelu
星语林名园 3室1厅 3000元,星语林名园  ,铁道学院租房,3室1厅  ,126平米  ,南,/,3000,/,yuhua
鑫远杰座 2室2厅 3500元,鑫远杰座  ,新开铺租房,2室2厅  ,75平米  ,东,距离1号线友谊路站164米,3500,0,tianxin
绿地中央广场 3室2厅 2900元,绿地中央广场  ,观沙岭租房,3室2厅  ,95平米  ,南,随时看房,2900,4,yuelu
富湾国际 4室1厅 8000元,富湾国际  ,开福区政府租房,4室1厅  ,260平米  ,南 北,/,8000,/,kaifu
佳天瑞宁花园 1室1厅 2000元,佳天瑞宁花园  ,赤岗冲租房,1室1厅  ,50平米  ,北,/,2000,/,yuhua
美林银谷国际社区 1室1厅 1750元,美林银谷国际社区  ,河西步步高租房,1室1厅  ,43平米  ,北,随时看房,1750,0,yuelu
世纪城贯江苑 3室2厅 2700元,世纪城贯江苑  ,湘江世纪城租房,3室2厅  ,121平米  ,南,随时看房,2700,9,kaifu
宜居莱茵城 2室1厅 2200元,宜居莱茵城  ,河西人人乐租房,2室1厅  ,85平米  ,南,随时看房,2200,1,yuelu
万国城三期 3室2厅 2500元,万国城三期  ,福元西路租房,3室2厅  ,90平米  ,南,/,2500,/,kaifu
克拉美丽山庄 1室1厅 1900元,克拉美丽山庄  ,新开铺租房,1室1厅  ,35平米  ,南,/,1900,/,tianxin
上河国际花园C区 3室2厅 2400元,上河国际花园C区  ,高桥租房,3室2厅  ,127平米  ,南,随时看房,2400,4,yuhua
北辰三角洲奥城E5区 2室1厅 3500元,北辰三角洲奥城E5区  ,北辰三角洲租房,2室1厅  ,93平米  ,南,距离1号线北辰三角洲站813米,3500,0,kaifu
馨香雅苑 2室1厅 2350元,馨香雅苑  ,商学院租房,2室1厅  ,91平米  ,南,/,2350,/,yuelu
鑫远熙山 3室2厅 2600元,鑫远熙山  ,省政府租房,3室2厅  ,134平米  ,南,/,2600,/,tianxin
世纪城赏江苑 2室2厅 2400元,世纪城赏江苑  ,湘江世纪城租房,2室2厅  ,100平米  ,南 北,距离1号线开福区政府站987米,2400,21,kaifu
兰景花园 3室2厅 1550元,兰景花园  ,铁道学院租房,3室2厅  ,105平米  ,南 北,/,1550,/,tianxin
华银园 业主自住 家电齐全 交通方便,华银园  ,雨花亭租房,3室2厅  ,128平米  ,南 北,随时看房,3000,4,yuhua
恒大御景半岛 2室1厅 3000元,恒大御景半岛  ,开福区政府租房,2室1厅  ,84平米  ,南,精装修,3000,0,kaifu
和庄 3室1厅 3000元,和庄  ,新开铺租房,3室1厅  ,97平米  ,南,距离1号线友谊路站857米,3000,2,tianxin
山水誉峰 4室2厅 2500元,山水誉峰  ,桐梓坡租房,4室2厅  ,127平米  ,南,随时看房,2500,1,yuelu
旭辉蔵郡 3室2厅 1800元,旭辉蔵郡  ,市政府租房,3室2厅  ,89平米  ,南 北,随时看房,1800,0,yuelu
凯通国际城 2室2厅 2300元,凯通国际城  ,火车站租房,2室2厅  ,85平米  ,南 北,距离2号线长沙火车站站1094米,2300,0,furong
阳光锦城精装的四房 业主诚心出租 钥匙在手说走就走,阳光锦城  ,雨花亭租房,4室2厅  ,143平米  ,南,随时看房,4200,8,yuhua
和庄 1室0厅 2600元,和庄  ,新开铺租房,1室0厅  ,96平米  ,南,距离1号线友谊路站857米,2600,0,tianxin
达美D6区 4室2厅 3900元,达美D6区  ,汽车西站租房,4室2厅  ,120平米  ,南,随时看房,3900,5,yuelu
顺天北国风光 3室2厅 2800元,顺天北国风光  ,开福区政府租房,3室2厅  ,134平米  ,南,距离1号线马厂站301米,2800,23,kaifu
中城丽景香山 3室2厅 3200元,中城丽景香山  ,武广新租房,3室2厅  ,138平米  ,南,随时看房,3200,2,yuhua
万科城市花园 2室1厅 2200元,万科城市花园  ,梅溪湖北岸租房,2室1厅  ,76平米  ,南,/,2200,/,yuelu
龙湾一号 3室2厅 3500元,龙湾一号  ,福元西路租房,3室2厅  ,132平米  ,南 北,距离1号线马厂站307米,3500,3,kaifu
西山汇景 4室2厅 3500元,西山汇景  ,桐梓坡租房,4室2厅  ,162平米  ,南,随时看房,3500,5,yuelu
永祺西京 3室2厅 3100元,永祺西京  ,河西步步高租房,3室2厅  ,160平米  ,南,随时看房,3100,0,yuelu
铁银大厦 2室1厅 2300元,铁银大厦  ,火车站租房,2室1厅  ,110平米  ,南,/,2300,/,furong
恒盛世家 3室2厅 3000元,恒盛世家  ,铁道学院租房,3室2厅  ,148平米  ,南 北,/,3000,/,yuhua
恒大御景半岛 2室1厅 3000元,恒大御景半岛  ,开福区政府租房,2室1厅  ,86平米  ,南 北,距离1号线马厂站929米,3000,4,kaifu
牛婆塘社区 精装两房仅需1200,牛婆塘社区  ,雨花亭租房,2室1厅  ,52平米  ,南,距离1号线黄土岭站776米,1200,19,yuhua
如果爱 2室2厅 1900元,如果爱  ,四方坪租房,2室2厅  ,85平米  ,南,/,1900,/,kaifu
城市山水豪园 3室2厅 2500元,城市山水豪园  ,武广新租房,3室2厅  ,98平米  ,南,随时看房,2500,6,yuhua
荣悦台 4室2厅 4600元,荣悦台  ,黄土岭租房,4室2厅  ,160平米  ,南 北,距离1号线黄土岭站378米,4600,0,tianxin
文景领秀 2室1厅 2000元,文景领秀  ,新开铺租房,2室1厅  ,92平米  ,南,/,2000,/,tianxin
新楚麓山才苑 3室2厅 3500元,新楚麓山才苑  ,溁湾镇租房,3室2厅  ,147平米  ,南,距离2号线溁湾镇站900米,3500,4,yuelu
湘江豪庭大四房，适合办公，办公装修。,湘江豪庭  ,开福区政府租房,4室2厅  ,200平米  ,南,距离1号线马厂站908米,5500,19,kaifu
恒盛佳苑 3室2厅 1800元,恒盛佳苑  ,铁道学院租房,3室2厅  ,118平米  ,南,/,1800,/,tianxin
童话里 3室2厅 2800元,童话里  ,新开铺租房,3室2厅  ,90平米  ,南,距离1号线友谊路站1086米,2800,3,tianxin
万国城三期 3室2厅 2600元,万国城三期  ,福元西路租房,3室2厅  ,90平米  ,南,/,2600,/,kaifu
水云间 5室3厅 9000元,水云间  ,尚东租房,5室3厅  ,242平米  ,西南,距离2号线人民东路站464米,9000,2,yuhua
锦湘国际星城一期 3室1厅 2500元,锦湘国际星城一期  ,尚东租房,3室1厅  ,96平米  ,南,随时看房,2500,7,yuhua
钱隆学府 2室1厅 2600元,钱隆学府  ,省政府租房,2室1厅  ,92平米  ,南,/,2600,/,tianxin
湘域熙岸 2室2厅 4200元,湘域熙岸  ,尚东租房,2室2厅  ,90平米  ,南,距离2号线人民东路站413米,4200,1,furong
钰龙天下 2室1厅 2200元,钰龙天下  ,市政府租房,2室1厅  ,78平米  ,南,随时看房,2200,1,yuelu
珠江郦城公园1号 3室2厅 3500元,珠江郦城公园1号  ,福元西路租房,3室2厅  ,120平米  ,南 北,随时看房,3500,5,kaifu
湘域相遇 1室1厅 2700元,湘域相遇  ,火车站租房,1室1厅  ,62平米  ,南,距离2号线锦泰广场站649米,2700,0,furong
恒大华府 2室2厅 2300元,恒大华府  ,市政府租房,2室2厅  ,90平米  ,南,随时看房,2300,5,yuelu
新楚麓山才苑 2室2厅 2600元,新楚麓山才苑  ,溁湾镇租房,2室2厅  ,100平米  ,南,距离2号线溁湾镇站864米,2600,16,yuelu
北辰定江洋 3室2厅 6000元,北辰定江洋  ,北辰三角洲租房,3室2厅  ,201平米  ,东 西,距离1号线北辰三角洲站711米,6000,4,kaifu
达美D6区 1室1厅 2100元,达美D6区  ,汽车西站租房,1室1厅  ,35平米  ,南,距离2号线望城坡站571米,2100,3,yuelu
房子在湘府东路华悦城周正小两房,华悦城  ,喜盈门租房,2室2厅  ,86平米  ,南,距离城际铁路湘府路站站654米,1500,5,yuhua
北辰三角洲奥城E3区 1室1厅 2600元,北辰三角洲奥城E3区  ,北辰三角洲租房,1室1厅  ,53平米  ,南,距离1号线开福寺站1092米,2600,13,kaifu
世茂铂翠湾 3室2厅 3300元,世茂铂翠湾  ,滨江新城租房,3室2厅  ,101平米  ,南 北,随时看房,3300,5,yuelu
沁园春御院 1室1厅 1700元,沁园春御院  ,河西步步高租房,1室1厅  ,43平米  ,东,/,1700,/,yuelu
上海城一期通透两房 自住装修 随时看房 拎包入住,上海城  ,韶山南路租房,2室2厅  ,91平米  ,南 北,随时看房,2300,16,yuhua
省烟草局宿舍 大三房 中楼层 采光好,省烟草局宿舍  ,左家塘租房,3室2厅  ,126平米  ,南 北,/,2300,/,yuhua
世纪城瑞江苑 2室2厅 2300元,世纪城瑞江苑  ,湘江世纪城租房,2室2厅  ,96平米  ,南 北,/,2300,/,kaifu
友阿百货，人民中路，居家一房，采光好,融圣国际  ,桂花村租房,1室0厅  ,57平米  ,南,距离2号线长沙火车站站1047米,1800,22,yuhua
双湾国际 4室2厅 3000元,双湾国际  ,金霞租房,4室2厅  ,149平米  ,南,/,3000,/,kaifu
距离地铁1号线铁道学院站50米内的优质精品房,金秋小区  ,新开铺租房,4室2厅  ,150平米  ,南,距离1号线铁道学院站512米,4500,2,tianxin
怡海星城 1室0厅 1000元,怡海星城  ,暮云租房,1室0厅  ,43平米  ,南 北,/,1000,/,tianxin
沁园春 4室2厅 4700元,沁园春  ,银盆岭租房,4室2厅  ,159平米  ,南,/,4700,/,yuelu
湘江豪庭正规大四房 大阳台 可商用 随时可以看房 。,湘江豪庭  ,开福区政府租房,4室2厅  ,200平米  ,南,距离1号线马厂站1025米,6000,45,kaifu
南园小区 2室1厅 1600元,南园小区  ,铁道学院租房,2室1厅  ,83平米  ,南,/,1600,/,tianxin
长沙欧洲城 3室2厅 3000元,长沙欧洲城  ,德思勤租房,3室2厅  ,133平米  ,南 北,随时看房,3000,7,tianxin
金盛园 4室2厅 2500元,金盛园  ,商学院租房,4室2厅  ,146平米  ,东,距离2号线望城坡站1124米,2500,0,yuelu
绿地中央广场 1室1厅 1800元,绿地中央广场  ,观沙岭租房,1室1厅  ,33平米  ,东南,随时看房,1800,2,yuelu
东方新世界 3室1厅 2900元,东方新世界  ,左家塘租房,3室1厅  ,114平米  ,南,随时看房,2900,8,yuhua
仁和香堤雅境 4室2厅 4500元,仁和香堤雅境  ,尚东租房,4室2厅  ,147平米  ,南 北,距离2号线人民东路站1147米,4500,10,yuhua
湘域相遇 1室1厅 2000元,湘域相遇  ,火车站租房,1室1厅  ,45平米  ,东,距离2号线锦泰广场站649米,2000,0,furong
奥克斯中央公馆 3室1厅 3600元,奥克斯中央公馆  ,银盆岭租房,3室1厅  ,108平米  ,南,随时看房,3600,0,yuelu
恒大御景半岛 2室1厅 3000元,恒大御景半岛  ,开福区政府租房,2室1厅  ,85平米  ,南,距离1号线马厂站929米,3000,5,kaifu
凯通公馆 1室1厅 2000元,凯通公馆  ,火车站租房,1室1厅  ,46平米  ,南 北,距离2号线长沙火车站站606米,2000,0,furong
绿地中央广场 3室2厅 3000元,绿地中央广场  ,观沙岭租房,3室2厅  ,98平米  ,南,随时看房,3000,4,yuelu
北辰三角洲奥城E4区 3室2厅 3800元,北辰三角洲奥城E4区  ,北辰三角洲租房,3室2厅  ,108平米  ,南,随时看房,3800,9,kaifu
枫林三路 涉外学院旁 两房一厅,涉外公馆  ,枫林三路租房,2室1厅  ,90平米  ,南,随时看房,1500,4,yuelu
北辰三角洲奥城D3区 5室2厅 9000元,北辰三角洲奥城D3区  ,北辰三角洲租房,5室2厅  ,173平米  ,西南,距离1号线北辰三角洲站821米,9000,2,kaifu
五矿万境水岸一期 3室2厅 2800元,五矿万境水岸一期  ,喜盈门租房,3室2厅  ,111平米  ,南,距离城际铁路湘府路站站866米,2800,8,yuhua
万科物业，经典两房，可拎包入住,万科金域华府  ,武广新城租房,2室2厅  ,80平米  ,南,距离城际铁路香樟路站站982米,2400,20,yuhua
长沙奥林匹克花园 3室2厅 3600元,长沙奥林匹克花园  ,德思勤租房,3室2厅  ,123平米  ,南,/,3600,/,tianxin
阳光嘉园 5室2厅 5000元,阳光嘉园  ,湘府路租房,5室2厅  ,193平米  ,南,随时看房,5000,3,tianxin
湘江豪庭 4室1厅 8000元,湘江豪庭  ,开福区政府租房,4室1厅  ,200平米  ,东,距离1号线马厂站908米,8000,7,kaifu
北辰三角洲奥城E4区 1室1厅 2800元,北辰三角洲奥城E4区  ,北辰三角洲租房,1室1厅  ,50平米  ,南,/,2800,/,kaifu
泊爱蓝湾 3室2厅 3000元,泊爱蓝湾  ,尚东租房,3室2厅  ,120平米  ,南,距离2号线人民东路站1096米,3000,7,yuhua
才子嘉都 2室1厅 1700元,才子嘉都  ,德思勤租房,2室1厅  ,54平米  ,北,距离1号线桂花坪站1014米,1700,1,tianxin
柠檬丽都 2室2厅 2800元,柠檬丽都  ,新开铺租房,2室2厅  ,94平米  ,南 北,距离1号线铁道学院站924米,2800,0,tianxin
做美容，也可其他办公。随时可看,科大佳园北苑  ,四方坪租房,5室2厅  ,175平米  ,南,/,3800,/,kaifu
万科城市花园 3室1厅 2200元,万科城市花园  ,梅溪湖北岸租房,3室1厅  ,90平米  ,南,/,2200,/,yuelu
绿地中央广场 3室1厅 3600元,绿地中央广场  ,观沙岭租房,3室1厅  ,111平米  ,南,/,3600,/,yuelu
世茂铂翠湾 3室2厅 3000元,世茂铂翠湾  ,滨江新城租房,3室2厅  ,94平米  ,东南,随时看房,3000,2,yuelu
星蓝湾 3室2厅 3500元,星蓝湾  ,滨江新城租房,3室2厅  ,137平米  ,南,随时看房,3500,0,yuelu
星典时代 2室2厅 2200元,星典时代  ,晚报租房,2室2厅  ,80平米  ,南 北,/,2200,/,furong
宏聚地中海 2室2厅 2300元,宏聚地中海  ,万家丽南路租房,2室2厅  ,80平米  ,南 北,随时看房,2300,0,yuhua
万博汇名邸一期 1室1厅 1800元,万博汇名邸一期  ,雨花亭租房,1室1厅  ,49平米  ,南,随时看房,1800,3,yuhua
华银南苑 2室2厅 2500元,华银南苑  ,铁道学院租房,2室2厅  ,90平米  ,南 北,/,2500,/,tianxin
润屋美院 4室2厅 1800元,润屋美院  ,德思勤租房,4室2厅  ,123平米  ,南,随时看房,1800,0,tianxin
恒大御景半岛 3室2厅 7500元,恒大御景半岛  ,开福区政府租房,3室2厅  ,165平米  ,南 北,/,7500,/,kaifu
东城港 3室2厅 2800元,东城港  ,武广新城租房,3室2厅  ,99平米  ,南,随时看房,2800,16,yuhua
珠江花城一期 3室1厅 2500元,珠江花城一期  ,福元西路租房,3室1厅  ,105平米  ,南,距离1号线马厂站723米,2500,2,kaifu
万博汇一房带小阳台，看房方便，业主诚心租,万博汇名邸一期  ,雨花亭租房,1室0厅  ,39平米  ,东,随时看房,1700,6,yuhua
星城荣域 1室1厅 1500元,星城荣域  ,德思勤租房,1室1厅  ,35平米  ,南,距离1号线省政府站97米,1500,1,tianxin
君悦香邸 2室2厅 2600元,君悦香邸  ,北辰三角洲租房,2室2厅  ,73平米  ,东南,距离1号线北辰三角洲站559米,2600,0,kaifu
剑桥名门 1室0厅 1600元,剑桥名门  ,铁道学院租房,1室0厅  ,43平米  ,北,距离1号线铁道学院站657米,1600,0,tianxin
湘江豪庭江景居家大四房，价格美丽，拎包即住。,湘江豪庭  ,开福区政府租房,4室1厅  ,200平米  ,南,距离1号线马厂站908米,7000,3,kaifu
